address,price,options,price_m2
"SHA Conjunto 5 Chacará 102, ARNIQUEIRAS, AGUAS CLARAS",1.350.000,"['Venda Casa 1700 m²', '3 Quartos', '3 Suítes', '9 Vagas']",794
"SQS 316 Bloco K, ASA SUL, BRASILIA",1.850.000,"['Venda Apartamento 170 m²', '3 Quartos', '1 Suíte', '1 Vaga']",10.882
"Colina Nova Diguineia II Conjunto A, NOVA COLINA, SOBRADINHO",520.000,"['Venda Casa 234 m²', '3 Quartos', '1 Suíte', '3 Vagas']",2.221
"Área Especial 02 Módulo E, GUARA II, GUARA",500.834,"['Venda Apartamento 56 m²', '2 Quartos', '1 Suíte', '2 Vagas']",8.826
"SHIS QL 8, LAGO SUL, BRASILIA",9.800.000,"['Venda Casa 2100 m²', '5 Quartos', '5 Suítes', '6 Vagas']",4.666
"SMPW Quadra 5 Conjunto 5, PARK WAY, BRASILIA",1.600.000,['Venda Lote/Terreno 2150 m²'],744
"SCS Quadra 03 Bloco A Lote 30, ASA SUL, BRASILIA",11.000.000,"['Venda Sala 6000 m²', '300 Vagas']",1.833
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",865.000,"['Venda Casa Condominio 150 m²', '3 Quartos', '1 Suíte', '2 Vagas']",5.766
"CA 05, LAGO NORTE, BRASILIA",720.000,"['Venda Apartamento 80 m²', '2 Quartos', '1 Suíte', '1 Vaga']",9.000
"Condomínio Jardim Europa II, GRANDE COLORADO, SOBRADINHO",325.000,['Venda Lote/Terreno 139 m²'],0
"CCSW 4, SUDOESTE, BRASILIA",2.500.000,"['Venda Apartamento 202 m²', '4 Quartos', '2 Suítes', '2 Vagas']",12.376
"QR 610, SAMAMBAIA NORTE, SAMAMBAIA",269.000,"['Venda Casa 105 m²', '3 Quartos', '1 Suíte', '3 Vagas']",2.561
"Jardim Morumbí, SETOR RESIDENCIAL MESTRE DARMAS, PLANALTINA",350.000,"['Venda Rural 2,00 ha', '1 Quarto']",17
"SQSW 500, SUDOESTE, BRASILIA",7.947.500,"['Venda Apartamento 548 m²', '4 Quartos', '4 Suítes', '6 Vagas']",14.502
"Rua 6, VICENTE PIRES, VICENTE PIRES",1.200.000,"['Venda Casa Condominio 280 m²', '3 Quartos', '3 Suítes', '4 Vagas']",4.285
"SHIN QL 2, LAGO NORTE, BRASILIA",2.400.000,['Venda Lote/Terreno 1088 m²'],0
"SCES Trecho 2, ASA SUL, BRASILIA",4.950.000,['Venda Lote/Terreno 1000 m²'],4.950
"Condomínio Resid Maxximo Garden, JARDIM BOTANICO, BRASILIA",1.040.000,"['Venda Casa 200 m²', '3 Quartos', '3 Suítes', '2 Vagas']",5.200
"QNN 12, CEILANDIA SUL, CEILANDIA",265.000,"['Venda Apartamento 87 m²', '3 Quartos', '1 Suíte', '1 Vaga']",3.045
"Chacará 15 DF 130, SETOR MANSOES ITIQUIRA, PLANALTINA",550.000,"['Venda Casa Condominio 240 m²', '3 Quartos', '1 Suíte', '2 Vagas']",2.291
"SQSW 101, SUDOESTE, BRASILIA",1.200.000,"['Venda Apartamento 88 m²', '3 Quartos', '1 Vaga']",13.636
"QE 38 Conjunto F, GUARA II, GUARA",351.638,"['Venda Apartamento 51 m²', '2 Quartos', '1 Vaga']",6.781
"QC 3, JARDINS MANGUEIRAL, BRASILIA",540.000,"['Venda Casa Condominio 120 m²', '3 Quartos', '1 Suíte', '2 Vagas']",4.500
"SQNW 104 Bloco J, NOROESTE, BRASILIA",3.460.799,"['Venda Apartamento 279 m²', '3 Quartos', '3 Suítes', '3 Vagas']",12.404
"QNM 36 Conjunto G2, TAGUATINGA NORTE, TAGUATINGA",450.000,"['Venda Casa 230 m²', '6 Quartos', '1 Suíte', '2 Vagas']",1.956
"SMPW Quadra 5, PARK WAY, BRASILIA",4.075.000,"['Venda Casa 500 m²', '5 Quartos', '5 Suítes', '4 Vagas']",8.150
"SHN Quadra 02 Bloco E, ASA NORTE, BRASILIA",219.000,"['Venda Apartamento 44 m²', '1 Quarto']",4.959
"SQNW 303 Bloco K, NOROESTE, BRASILIA",2.752.682,"['Venda Apartamento 210 m²', '4 Quartos', '4 Suítes', '4 Vagas']",13.065
"Condomínio Prive I Quadra 1 Conjunto D, LAGO NORTE, BRASILIA",1.800.000,"['Venda Casa Condominio 351 m²', '5 Quartos', '1 Suíte', '6 Vagas']",5.128
"QN 502 Conjunto 19, SAMAMBAIA SUL, SAMAMBAIA",290.000,"['Venda Apartamento 63 m²', '3 Quartos', '1 Suíte', '2 Vagas']",4.603
"SMPW Quadra 15, PARK WAY, BRASILIA",4.575.000,"['Venda Casa 400 m²', '4 Quartos', '4 Suítes', '2 Vagas']",11.437
"Rua 10, VICENTE PIRES, VICENTE PIRES",1.200.000,"['Venda Casa Condominio 260 m²', '3 Quartos', '3 Suítes', '4 Vagas']",4.615
"CA 09, LAGO NORTE, BRASILIA",465.000,"['Venda Apartamento 53 m²', '2 Quartos', '1 Vaga']",8.694
"SQN 215 Bloco B, ASA NORTE, BRASILIA",1.300.000,"['Venda Apartamento 105 m²', '2 Quartos', '2 Suítes', '2 Vagas']",12.380
"CA 06, LAGO NORTE, BRASILIA",3.600.000,"['Venda Casa 359 m²', '3 Quartos', '3 Suítes', '2 Vagas']",10.027
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",1.995.000,"['Venda Casa 340 m²', '3 Quartos', '3 Suítes', '5 Vagas']",5.867
"EQRSW 7/8, SUDOESTE, BRASILIA",311.000,"['Venda Sala 33 m²', '1 Vaga']",9.316
"CCSW 6, SUDOESTE, BRASILIA",259.000,"['Venda Apartamento 33 m²', '1 Quarto', '1 Suíte']",7.651
"CA 05, LAGO NORTE, BRASILIA",420.000,"['Venda Apartamento 45 m²', '1 Quarto', '1 Suíte', '1 Vaga']",9.333
"SHIN QL 5, LAGO NORTE, BRASILIA",2.700.000,"['Venda Casa 650 m²', '5 Quartos', '5 Suítes', '4 Vagas']",4.153
"Rua 1 Chacará 25/7, VICENTE PIRES, VICENTE PIRES",1.410.000,"['Venda Casa Condominio 350 m²', '4 Quartos', '4 Suítes', '2 Vagas']",4.028
"Área Especial 02 Módulo B, GUARA II, GUARA",450.000,"['Venda Apartamento 63 m²', '2 Quartos', '1 Suíte', '1 Vaga']",7.142
"SCLRN 713 Bloco G, ASA NORTE, BRASILIA",750.000,"['Venda Apartamento 100 m²', '3 Quartos']",7.500
"SQN 104 Bloco C, ASA NORTE, BRASILIA",1.380.000,"['Venda Apartamento 113 m²', '3 Quartos', '1 Suíte', '1 Vaga']",12.209
"SHIS QL 20, LAGO SUL, BRASILIA",9.395.000,"['Venda Casa 820 m²', '5 Quartos', '5 Suítes', '6 Vagas']",11.457
"QNN 11, CEILANDIA NORTE, CEILANDIA",199.000,"['Venda Apartamento 46 m²', '2 Quartos', '1 Suíte', '1 Vaga']",4.326
"SHN Quadra 1, ASA NORTE, BRASILIA",230.000,['Venda Sala 30 m²'],7.666
"CLN 112 Bloco A, ASA NORTE, BRASILIA",550.000,['Venda Loja 96 m²'],5.729
"Condomínio Jardins do Lago, JARDIM BOTANICO, BRASILIA",2.325.000,"['Venda Casa 300 m²', '4 Quartos', '4 Suítes', '3 Vagas']",7.750
"SQNW 106 Bloco E, NOROESTE, BRASILIA",2.996.000.000,"['Venda Apartamento 214 m²', '4 Quartos', '4 Suítes', '3 Vagas']",14.000.000
"SMAS Trecho 1 C, PARK SUL, BRASILIA",1.570.000,"['Venda Apartamento 102 m²', '3 Quartos', '1 Suíte', '2 Vagas']",15.392
"RODOVIA BR 0020 KM 2,5, REGIAO DOS LAGOS, SOBRADINHO",995.000,"['Venda Casa Condominio 390 m²', '4 Quartos', '2 Suítes', '4 Vagas']",2.551
"AC 02, RIACHO FUNDO, RIACHO FUNDO",398.000,"['Venda Apartamento 80 m²', '3 Quartos', '1 Suíte']",4.975
"Rua 37, SUL, AGUAS CLARAS",525.000,"['Venda Apartamento 93 m²', '3 Quartos', '1 Suíte', '1 Vaga']",5.645
"SQS 414 Bloco A, ASA SUL, BRASILIA",620.000,"['Venda Apartamento 79 m²', '2 Quartos']",7.848
"Área Especial 02 Módulo A, GUARA II, GUARA",720.000,"['Venda Apartamento 83 m²', '3 Quartos', '1 Suíte', '2 Vagas']",8.674
"SETOR DE MANSOES SUDESTE, SAMAMBAIA SUL, SAMAMBAIA",749.990,"['Venda Casa 450 m²', '5 Quartos', '3 Suítes', '9 Vagas']",1.666
"SGCV Lote 10, PARK SUL, BRASILIA",419.000,"['Venda Apartamento 34 m²', '1 Quarto', '1 Vaga']",12.116
"Quadra 31, SETOR OESTE, GAMA",390.000,"['Venda Casa 275 m²', '4 Quartos', '3 Vagas']",1.418
"Condomínio Village Alvorada II, JARDIM BOTANICO, BRASILIA",1.500.000,"['Venda Casa Condominio 468 m²', '5 Quartos', '3 Suítes', '4 Vagas']",3.205
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",449.000,['Venda Lote/Terreno 539 m²'],832
"SHIN QI 7, LAGO NORTE, BRASILIA",5.200.000,"['Venda Casa 690 m²', '5 Quartos', '5 Suítes', '8 Vagas']",7.536
"RODOVIA DF 0250 KM 2,5, REGIAO DOS LAGOS, SOBRADINHO",650.000,"['Venda Casa Condominio 180 m²', '3 Quartos', '3 Suítes', '2 Vagas']",3.611
"SQNW 304 Bloco A, NOROESTE, BRASILIA",1.150.000,"['Venda Apartamento 78 m²', '2 Quartos', '1 Suíte', '1 Vaga']",14.743
"SHIN QI 6, LAGO NORTE, BRASILIA",2.390.000,"['Venda Casa 450 m²', '4 Quartos', '2 Suítes', '6 Vagas']",5.311
"QC 13 Rua J, JARDINS MANGUEIRAL, BRASILIA",550.000,"['Venda Casa 232 m²', '3 Quartos', '1 Suíte', '2 Vagas']",2.364
"SHIS QI 26 Chacarás 1 a 5, LAGO SUL, BRASILIA",10.000.000,"['Venda Casa Condominio 1500 m²', '5 Quartos', '5 Suítes', '4 Vagas']",6.666
"Alameda Beija flores, SETOR TORORO, BRASILIA",1.662.500,"['Venda Casa 350 m²', '4 Quartos', '4 Suítes', '3 Vagas']",4.750
"SHIN QL 2, LAGO NORTE, BRASILIA",2.630.000,"['Venda Casa 600 m²', '4 Quartos', '1 Suíte', '12 Vagas']",4.383
"SMDB Conjunto 4, LAGO SUL, BRASILIA",3.787.500,"['Venda Casa 450 m²', '4 Quartos', '4 Suítes', '6 Vagas']",8.416
"SHCGN 708 Bloco D, ASA NORTE, BRASILIA",350.000,"['Venda Apartamento 31 m²', '1 Quarto']",11.290
"SQNW 103 Bloco F, NOROESTE, BRASILIA",1.890.000,"['Venda Apartamento 166 m²', '2 Quartos', '1 Suíte', '3 Vagas']",11.385
"Rua 6, VICENTE PIRES, VICENTE PIRES",1.300.000,"['Venda Casa Condominio 280 m²', '4 Quartos', '4 Suítes', '4 Vagas']",4.642
"Rua 5 Chacará 232, VICENTE PIRES, VICENTE PIRES",1.590.000,"['Venda Casa Condominio 450 m²', '4 Quartos', '2 Suítes', '6 Vagas']",3.533
"Condomínio Resid Maxximo Garden, JARDIM BOTANICO, BRASILIA",1.990.000,"['Venda Casa Condominio 410 m²', '4 Quartos', '4 Suítes', '2 Vagas']",4.853
"Avenida das Araucárias, SUL, AGUAS CLARAS",797.626,"['Venda Apartamento 103 m²', '3 Quartos', '1 Suíte', '2 Vagas']",7.706
"Quadra 1 Lote A, JARDIM BOTANICO, BRASILIA",1.382.500,"['Venda Casa 250 m²', '3 Quartos', '3 Suítes', '2 Vagas']",5.530
"Quadra 7 Conjunto A, JARDIM BOTANICO, BRASILIA",1.790.000,"['Venda Casa 750 m²', '4 Quartos', '4 Suítes', '4 Vagas']",2.386
"SHCES Quadra 407, NOVO, CRUZEIRO",350.000,"['Venda Apartamento 63 m²', '3 Quartos']",5.555
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",385.000,['Venda Lote/Terreno 504 m²'],763
"SHN Quadra 1 Bloco C, ASA NORTE, BRASILIA",550.000,"['Venda Apartamento 45 m²', '1 Quarto', '1 Vaga']",12.222
"QNL 19 Bloco C, TAGUATINGA NORTE, TAGUATINGA",225.000,"['Venda Apartamento 67 m²', '3 Quartos', '2 Vagas']",3.358
"Condomínio Solar de Athenas, GRANDE COLORADO, SOBRADINHO",1.900.000,"['Venda Casa Condominio 822 m²', '4 Quartos', '4 Suítes', '6 Vagas']",2.311
"Quadra 2 Conjunto C 4, SOBRADINHO, SOBRADINHO",350.000,"['Venda Casa Condominio 100 m²', '3 Quartos', '1 Suíte', '2 Vagas']",3.500
"Avenida das Araucárias, SUL, AGUAS CLARAS",1.179.000,"['Venda Apartamento 158 m²', '4 Quartos', '3 Suítes', '3 Vagas']",7.429
"Condomínio Ville Montagne, JARDIM BOTANICO, BRASILIA",3.100.000,"['Venda Casa Condominio 800 m²', '4 Quartos', '4 Suítes', '4 Vagas']",3.875
"Alameda dos Eucaliptos Quadra 107, NORTE, AGUAS CLARAS",770.000,"['Venda Apartamento 110 m²', '2 Quartos', '1 Suíte', '1 Vaga']",7.000
"Condomínio Estancia Jardim Botânico, JARDIM BOTANICO, BRASILIA",1.050.000,"['Venda Casa Condominio 450 m²', '5 Quartos', '2 Suítes']",2.333
"SGCV Lote 27, PARK SUL, BRASILIA",2.190.000,"['Venda Apartamento 165 m²', '4 Quartos', '4 Suítes', '3 Vagas']",13.272
"QNM 3 Conjunto D, CEILANDIA SUL, CEILANDIA",327.500,"['Venda Casa 170 m²', '3 Quartos', '1 Suíte', '2 Vagas']",1.926
"Avenida Mangueiral, JARDINS MANGUEIRAL, BRASILIA",245.000,"['Venda Apartamento 46 m²', '2 Quartos', '1 Vaga']",5.290
"Condomínio Jardim Botânico VI, JARDIM BOTANICO, BRASILIA",1.000.000,"['Venda Casa 250 m²', '3 Quartos', '1 Suíte', '2 Vagas']",4.000
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",900.000,"['Venda Casa Condominio 250 m²', '1 Suíte', '2 Vagas']",3.600
"SHIGS 715 Bloco C, ASA SUL, BRASILIA",1.337.000,"['Venda Casa 279 m²', '5 Quartos', '1 Suíte', '2 Vagas']",4.792
"QE 40, GUARA II, GUARA",140.000,"['Venda Apartamento 55 m²', '2 Quartos']",2.545
"SHN Quadra 2, ASA NORTE, BRASILIA",220.000,"['Venda Hotel Flat 40 m²', '1 Quarto']",5.500
"QN 5 Conjunto 18, RIACHO FUNDO, RIACHO FUNDO",1.100.000,"['Venda Casa 535 m²', '4 Quartos', '2 Suítes', '3 Vagas']",2.056
"SHA Conjunto 4 Chacará 67, ARNIQUEIRAS, AGUAS CLARAS",1.200.000,"['Venda Casa 350 m²', '3 Quartos', '3 Suítes', '3 Vagas']",3.428
"Área Especial 4 Módulo G, GUARA II, GUARA",550.000,"['Venda Apartamento 63 m²', '2 Quartos', '1 Suíte', '1 Vaga']",8.730
"SQNW 111 Bloco C, NOROESTE, BRASILIA",1.720.000,"['Venda Apartamento 133 m²', '3 Quartos', '1 Suíte', '2 Vagas']",12.932
"SHIS QI 15, LAGO SUL, BRASILIA",9.400.000,"['Venda Casa Condominio 1100 m²', '4 Quartos', '4 Suítes', '4 Vagas']",8.545
"Quadra 206, SUL, AGUAS CLARAS",2.480.000,"['Venda Apartamento 291 m²', '4 Quartos', '4 Suítes', '5 Vagas']",8.522
"Rua 4, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",980.000,"['Venda Casa 280 m²', '3 Quartos', '2 Vagas']",3.500
"QSF 1 Área Especial 6/7/8, TAGUATINGA SUL, TAGUATINGA",329.000,"['Venda Apartamento 59 m²', '2 Quartos', '1 Suíte', '1 Vaga']",5.576
"SQSW 500 Bloco I, SUDOESTE, BRASILIA",2.558.835,"['Venda Apartamento 172 m²', '4 Quartos', '4 Suítes', '3 Vagas']",14.835
"QE 38 Conjunto F1, GUARA II, GUARA",358.839,"['Venda Apartamento 51 m²', '2 Quartos', '1 Vaga']",7.036
"Rua DAS PITANGUEIRAS, SUL, AGUAS CLARAS",519.000,"['Venda Apartamento 98 m²', '3 Quartos', '1 Suíte', '1 Vaga']",5.295
"QE 13 Conjunto F, GUARA II, GUARA",1.170.000,"['Venda Casa 411 m²', '4 Quartos', '3 Suítes', '9 Vagas']",2.846
"SQNW 306 Bloco H, NOROESTE, BRASILIA",2.441.690,"['Venda Apartamento 194 m²', '4 Quartos', '4 Suítes', '5 Vagas']",12.538
"Alameda das Tulipas, SETOR TORORO, BRASILIA",1.230.000,"['Venda Casa Condominio 450 m²', '4 Quartos', '4 Suítes', '4 Vagas']",2.733
"QNL 1 Bloco D, TAGUATINGA NORTE, TAGUATINGA",170.000,"['Venda Apartamento 50 m²', '2 Quartos', '1 Vaga']",3.400
"Avenida Pau Brasil, NORTE, AGUAS CLARAS",3.300.000,"['Venda Apartamento 414 m²', '5 Quartos', '5 Suítes', '4 Vagas']",7.971
"SGCV Lote 19, PARK SUL, BRASILIA",1.921.468,"['Venda Apartamento 154 m²', '4 Quartos', '4 Suítes', '3 Vagas']",12.463
"SMPW Quadra 17 Conjunto 10, PARK WAY, BRASILIA",1.200.000,['Venda Lote/Terreno 3333 m²'],360
"SRTVS Bloco K, ASA SUL, BRASILIA",1.200.000,"['Venda Sala 148 m²', '2 Vagas']",8.108
"SHIS QL 28, LAGO SUL, BRASILIA",2.630.000,['Venda Lote/Terreno 1313 m²'],2.003
"SMPW Quadra 5 Conjunto 10, PARK WAY, BRASILIA",1.600.000,['Venda Lote/Terreno 2500 m²'],640
"SQNW 111 Bloco H, NOROESTE, BRASILIA",1.720.000,"['Venda Apartamento 132 m²', '3 Quartos', '1 Suíte', '2 Vagas']",12.982
"Rua 5, VICENTE PIRES, VICENTE PIRES",1.690.000,"['Venda Casa 500 m²', '4 Quartos', '1 Suíte', '3 Vagas']",3.380
"SGCV Lote 20, PARK SUL, BRASILIA",2.508.000,"['Venda Apartamento 202 m²', '4 Quartos', '5 Suítes']",12.415
"Rua 6, VICENTE PIRES, VICENTE PIRES",920.000,"['Venda Casa 320 m²', '5 Quartos', '4 Vagas']",2.875
"QND 22, TAGUATINGA NORTE, TAGUATINGA",1.500.000,"['Venda Casa 500 m²', '4 Quartos', '4 Suítes', '4 Vagas']",3.000
"Condomínio Residencial Mansões Itaipu, JARDIM BOTANICO, BRASILIA",1.700.000,"['Venda Casa Condominio 1270 m²', '6 Quartos', '6 Suítes']",1.338
"QE 20 Conjunto S, GUARA I, GUARA",1.100.000,"['Venda Casa 360 m²', '3 Quartos', '1 Suíte', '2 Vagas']",3.055
"SHIS QI 28, LAGO SUL, BRASILIA",2.568.750,"['Venda Casa 325 m²', '4 Quartos', '4 Suítes', '4 Vagas']",7.903
"Avenida Pau Brasil, NORTE, AGUAS CLARAS",265.000,"['Venda Sala 38 m²', '1 Vaga']",6.973
"CSA 3, TAGUATINGA SUL, TAGUATINGA",210.000,"['Venda Apartamento 62 m²', '2 Quartos', '1 Vaga']",3.387
"QR 212 Conjunto 13, SAMAMBAIA NORTE, SAMAMBAIA",380.000,"['Venda Casa Condominio 137 m²', '2 Quartos', '1 Suíte', '2 Vagas']",2.773
"SQNW 306 Bloco H, NOROESTE, BRASILIA",2.767.724,"['Venda Apartamento 215 m²', '4 Quartos', '4 Suítes', '5 Vagas']",12.852
"SMPW Quadra 5 Conjunto 3, PARK WAY, BRASILIA",2.900.000,"['Venda Casa 470 m²', '4 Quartos', '4 Vagas']",6.170
"QN 7, RIACHO FUNDO, RIACHO FUNDO",630.000,"['Venda Casa 149 m²', '2 Quartos', '1 Suíte', '3 Vagas']",4.228
"CSA 03 Lote 19, TAGUATINGA SUL, TAGUATINGA",179.000,"['Venda Apartamento 58 m²', '2 Quartos']",3.048
"QN 120 Conjunto 2, SAMAMBAIA SUL, SAMAMBAIA",377.000,"['Venda Apartamento 96 m²', '2 Quartos', '1 Vaga']",3.927
"Condomínio Chapéu de Pedra, SETOR TORORO, BRASILIA",850.000,"['Venda Casa 376 m²', '4 Quartos', '2 Suítes', '3 Vagas']",2.260
"SMPW Quadra 5 Conjunto 11, PARK WAY, BRASILIA",2.300.000,"['Venda Casa 400 m²', '4 Quartos', '3 Suítes', '6 Vagas']",5.750
"SDN, ASA NORTE, BRASILIA",320.000,['Venda Sala 43 m²'],7.441
"SHA Conjunto 4, ARNIQUEIRAS, AGUAS CLARAS",1.100.000,"['Venda Casa 301 m²', '4 Quartos', '2 Suítes', '6 Vagas']",3.654
"Alameda das Acácias Quadra 107, NORTE, AGUAS CLARAS",710.000,"['Venda Apartamento 93 m²', '3 Quartos', '1 Suíte', '2 Vagas']",7.634
"CNB 10 Lote 14, TAGUATINGA NORTE, TAGUATINGA",480.000,"['Venda Apartamento 100 m²', '4 Quartos', '2 Vagas']",4.800
"Avenida das Araucárias, SUL, AGUAS CLARAS",30.000,['Venda Garagem 12 m²'],2.500
"Quadra 103, NORTE, AGUAS CLARAS",480.000,"['Venda Apartamento 65 m²', '2 Quartos', '1 Vaga']",7.384
"Rua 9, SUL, AGUAS CLARAS",700.000,"['Venda Apartamento 77 m²', '3 Quartos', '2 Suítes', '1 Vaga']",9.090
"Quadra C 3, TAGUATINGA CENTRO, TAGUATINGA",200.000,"['Venda Apartamento 55 m²', '2 Quartos', '1 Vaga']",3.636
"SHIS QI 17, LAGO SUL, BRASILIA",3.320.000,"['Venda Casa 600 m²', '4 Quartos', '4 Suítes', '4 Vagas']",5.533
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",840.000,"['Venda Casa Condominio 140 m²', '3 Quartos', '1 Suíte', '2 Vagas']",6.000
"CA 02, LAGO NORTE, BRASILIA",349.000,"['Venda Apartamento 30 m²', '1 Quarto', '1 Vaga']",11.633
"Quadra 301 Rua A Conjunto 2, NORTE, AGUAS CLARAS",184.000,"['Venda Apartamento 32 m²', '1 Quarto', '1 Suíte']",5.750
"SQNW 303 Bloco A, NOROESTE, BRASILIA",1.476.806,"['Venda Apartamento 95 m²', '3 Quartos', '1 Suíte', '2 Vagas']",15.476
"RURAL, PLANALTINA, PLANALTINA",2.550.000,"['Venda Rural 74,00 ha', '2 Quartos', '1 Suíte']",3
"Quadra 204, SUL, AGUAS CLARAS",1.895.000,"['Venda Apartamento 202 m²', '4 Quartos', '4 Suítes', '3 Vagas']",9.381
"AREA RURAL, SOBRADINHO, SOBRADINHO",1.700.000,['Venda Lote/Terreno 32000 m²'],53
"SQN 303, ASA NORTE, BRASILIA",1.200.000,"['Venda Apartamento 109 m²', '3 Quartos', '1 Suíte', '1 Vaga']",11.009
"Condomínio Vivendas Colorado, GRANDE COLORADO, SOBRADINHO",900.000,"['Venda Casa 573 m²', '5 Quartos', '2 Suítes', '4 Vagas']",1.570
"Avenida Sibipiruna, SUL, AGUAS CLARAS",330.000,"['Venda Apartamento 40 m²', '1 Quarto', '1 Vaga']",8.250
"SQNW 305 Bloco A, NOROESTE, BRASILIA",1.200.000,"['Venda Apartamento 81 m²', '2 Quartos', '1 Suíte', '2 Vagas']",14.635
"Quadra 204, SUL, AGUAS CLARAS",709.000,"['Venda Apartamento 104 m²', '3 Quartos', '1 Suíte', '2 Vagas']",6.817
"SHIS QI 15, LAGO SUL, BRASILIA",5.500.000,"['Venda Casa 2000 m²', '6 Quartos', '6 Suítes', '12 Vagas']",2.750
"CA 02, LAGO NORTE, BRASILIA",350.000,"['Venda Apartamento 30 m²', '1 Quarto', '1 Vaga']",11.666
"SHIS QI 19, LAGO SUL, BRASILIA",2.260.000,['Venda Lote/Terreno 2700 m²'],0
"Condomínio Prive Morada Sul Etapa C, JARDIM BOTANICO, BRASILIA",1.790.000,"['Venda Casa Condominio 545 m²', '4 Quartos', '4 Suítes', '3 Vagas']",3.284
"SHA Conjunto 4, ARNIQUEIRAS, AGUAS CLARAS",850.000,"['Venda Casa 215 m²', '3 Quartos', '3 Suítes', '2 Vagas']",3.953
"Rua Babaçu, SUL, AGUAS CLARAS",1.750.000,"['Venda Apartamento 190 m²', '3 Quartos', '1 Suíte', '3 Vagas']",9.210
"QNP 36, CEILANDIA SUL, CEILANDIA",168.000,"['Venda Casa 135 m²', '4 Quartos', '2 Vagas']",1.244
"AOS 01 Bloco C, OCTOGONAL, BRASILIA",550.000,"['Venda Apartamento 66 m²', '2 Quartos', '1 Vaga']",8.333
"SHN Quadra 4 Bloco A, ASA NORTE, BRASILIA",570.000,"['Venda Loja 56 m²', '1 Vaga']",10.178
"SMAS Trecho 1 C, PARK SUL, BRASILIA",1.460.000,"['Venda Apartamento 97 m²', '3 Quartos', '1 Suíte', '2 Vagas']",15.051
"Condomínio Ouro Vermelho I, JARDIM BOTANICO, BRASILIA",8.000.000,['Venda Loja 600 m²'],13.333
"SQSW 500, SUDOESTE, BRASILIA",3.198.421,"['Venda Apartamento 236 m²', '4 Quartos', '4 Suítes', '4 Vagas']",13.552
"SGAN 601, ASA NORTE, BRASILIA",723.074,"['Venda Loja 57 m²', '1 Vaga']",12.685
"Rua 20, NORTE, AGUAS CLARAS",1.000.000,"['Venda Apartamento 157 m²', '4 Quartos', '1 Suíte', '2 Vagas']",6.369
"SQSW 102 Bloco L, SUDOESTE, BRASILIA",1.490.000,"['Venda Apartamento 120 m²', '4 Quartos', '1 Suíte', '2 Vagas']",12.416
"SQNW 309 Bloco I, NOROESTE, BRASILIA",2.100.000,"['Venda Apartamento 200 m²', '3 Quartos', '1 Suíte', '3 Vagas']",10.500
"SCRN 704/705 Bloco B, ASA NORTE, BRASILIA",250.000,"['Venda Apartamento 27 m²', '1 Quarto', '1 Suíte']",9.104
"Condomínio Solar de Athenas, GRANDE COLORADO, SOBRADINHO",900.000,"['Venda Casa Condominio 750 m²', '3 Quartos', '1 Suíte', '1 Vaga']",1.200
"Rua 36, SUL, AGUAS CLARAS",650.000,"['Venda Apartamento 77 m²', '3 Quartos', '1 Suíte', '1 Vaga']",8.441
"SQN 109 Bloco M, ASA NORTE, BRASILIA",1.600.000,"['Venda Apartamento 184 m²', '2 Quartos', '1 Suíte', '2 Vagas']",8.695
"QN 12A Conjunto 8, RIACHO FUNDO II, RIACHO FUNDO",190.000,"['Venda Casa 112 m²', '2 Quartos', '2 Vagas']",1.688
"CSG 3, TAGUATINGA SUL, TAGUATINGA",245.000,"['Venda Kitnet 37 m²', '1 Quarto', '2 Vagas']",6.621
"SQNW 306 Bloco H, NOROESTE, BRASILIA",2.767.724,"['Venda Apartamento 215 m²', '4 Quartos', '4 Suítes', '5 Vagas']",12.852
"SMPW Quadra 23, PARK WAY, BRASILIA",3.600.000,"['Venda Casa Condominio 808 m²', '4 Quartos', '1 Suíte', '3 Vagas']",4.452
"Condomínio Resid Maxximo Garden, JARDIM BOTANICO, BRASILIA",1.200.000,"['Venda Casa 200 m²', '3 Quartos', '3 Suítes', '2 Vagas']",6.000
"Rua 18, NORTE, AGUAS CLARAS",520.000,"['Venda Apartamento 70 m²', '3 Quartos', '1 Suíte', '1 Vaga']",7.428
"SGCV, PARK SUL, BRASILIA",1.665.000,"['Venda Apartamento 120 m²', '4 Quartos', '2 Suítes', '2 Vagas']",13.875
"SHIN QL 11 Conjunto 6, LAGO NORTE, BRASILIA",6.500.000,"['Venda Casa 1133 m²', '6 Quartos', '5 Suítes', '4 Vagas']",5.736
"RODOVIA DF 0250 KM 1,5, REGIAO DOS LAGOS, SOBRADINHO",1.549.000,"['Venda Casa 425 m²', '3 Quartos', '1 Suíte', '8 Vagas']",3.644
"Quadra 4 Conjunto A, CONDOMÍNIO IMPÉRIO DOS NOBRES, SOBRADINHO",1.550.000,"['Venda Casa Condominio 448 m²', '3 Quartos', '2 Suítes', '3 Vagas']",3.459
